UUID,Titre,Publié,Promu en page d'accueil,Traduction,Exporter vers les extensions,Contexte(s),Language,Statut,Lien vers traduction l.d.o,Date de publication,Date de mise à jour
localize_glossary_translation_221_br,range,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=range,1307284459,1314823288
localize_glossary_translation_220_br,queued,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=queued,1307284459,1314823288
localize_glossary_translation_219_br,queue (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=queue%20%28to%29,1307284459,1314823286
localize_glossary_translation_218_br,queue,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=queue,1307284459,1314823286
localize_glossary_translation_217_br,provide (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=provide%20%28to%29,1307284459,1314823286
localize_glossary_translation_203_br,plugin,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=plugin,1307284459,1324070023
localize_glossary_translation_252_br,set (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=set%20%28to%29,1307284459,1314823286
localize_glossary_translation_301_br,topic,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=topic,1307284459,1314823288
localize_glossary_translation_288_br,thread,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=thread,1307284459,1314823288
localize_glossary_translation_287_br,text format,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=text%20format,1307284459,1314823288
localize_glossary_translation_286_br,text field,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=text%20field,1307284459,1314823288
localize_glossary_translation_285_br,terminated,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=terminated,1307284459,1314823288
localize_glossary_translation_284_br,template,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=template,1307284459,1314823288
localize_glossary_translation_283_br,teaser node,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=teaser%20node,1307284459,1314823288
localize_glossary_translation_282_br,teaser,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=teaser,1307284459,1314823288
localize_glossary_translation_281_br,taxonomy,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=taxonomy,1307284459,1319186994
localize_glossary_translation_280_br,tag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tag,1307284459,1324072750
localize_glossary_translation_289_br,threaded,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=threaded,1307284459,1314823288
localize_glossary_translation_290_br,threading,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=threading,1307284459,1314823288
localize_glossary_translation_291_br,threshold,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=threshold,1307284459,1314823288
localize_glossary_translation_300_br,tokenizer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tokenizer,1307284459,1314823288
localize_glossary_translation_299_br,token,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=token,1307284459,1314823288
localize_glossary_translation_298_br,toggle (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=toggle%20%28to%29,1307284459,1314823288
localize_glossary_translation_297_br,time ago,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=time%20ago,1307284459,1446919486
localize_glossary_translation_296_br,timespan,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=timespan,1307284459,1314823288
localize_glossary_translation_295_br,timestamp,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=timestamp,1307284459,1314823288
localize_glossary_translation_294_br,timeouts,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=timeouts,1307284459,1314823288
localize_glossary_translation_293_br,timeout (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=timeout%20%28to%29,1307284459,1314823288
localize_glossary_translation_292_br,thumbnail,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=thumbnail,1307284459,1446918055
localize_glossary_translation_279_br,table,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=table,1307284459,1446919567
localize_glossary_translation_277_br,tab,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tab,1307284459,1314823288
localize_glossary_translation_276_br,system log,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=system%20log,1307284459,1314823290
localize_glossary_translation_262_br,spam,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=spam,1307284459,1314823290
localize_glossary_translation_261_br,slug,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=slug,1307284459,1314823290
localize_glossary_translation_260_br,slot,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=slot,1307284459,1314823290
localize_glossary_translation_259_br,skin,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=skin,1307284459,1314823290
localize_glossary_translation_258_br,site-wide contact form,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=site-wide%20contact%20form,1307284459,1314823290
localize_glossary_translation_257_br,sidebar,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=sidebar,1307284459,1314823290
localize_glossary_translation_256_br,shortcut set,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=shortcut%20set,1307284459,1314823290
localize_glossary_translation_255_br,SFTP,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=SFTP,1307284459,1314823290
localize_glossary_translation_254_br,see the online handbook entry for ,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=see%20the%20online%20handbook%20entry%20for,1307284459,1315122532
localize_glossary_translation_253_br,setting,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=setting,1307284459,1319488852
localize_glossary_translation_263_br,specify (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=specify%20%28to%29,1307284459,1314823290
localize_glossary_translation_264_br,SSH,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=SSH,1307284459,1314823290
localize_glossary_translation_275_br,string,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=string,1307284459,1314823290
localize_glossary_translation_274_br,switcher,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=switcher,1307284459,1314823290
localize_glossary_translation_273_br,switch (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=switch%20%28to%29,1307284459,1314823290
localize_glossary_translation_272_br,support,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=support,1307284459,1314823290
localize_glossary_translation_271_br,submit,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=submit,1307284459,1314823290
localize_glossary_translation_270_br,subscription,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=subscription,1307284459,1314823290
localize_glossary_translation_268_br,sticky,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=sticky,1307284459,1314823290
localize_glossary_translation_267_br,stay tuned !,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=stay%20tuned%20%21,1307284459,1314823290
localize_glossary_translation_266_br,status,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=status,1307284459,1314823290
localize_glossary_translation_265_br,status report,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=status%20report,1307284459,1446919548
localize_glossary_translation_134_br,issue (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=issue%20%28to%29,1307284457,1314823290
localize_glossary_translation_135_br,item,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=item,1307284457,1551701116
localize_glossary_translation_136_br,Jump to,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Jump%20to,1307284457,1551701116
localize_glossary_translation_137_br,KB,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=KB,1307284457,1551701116
localize_glossary_translation_132_br,issue,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=issue,1307284457,1324071851
localize_glossary_translation_131_br,invalid,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=invalid,1307284457,1551699982
localize_glossary_translation_130_br,application installer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=application%20installer,1307284457,1324069969
localize_glossary_translation_129_br,inline images,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=inline%20images,1307284457,1314823291
localize_glossary_translation_128_br,ID,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=ID,1307284457,1551699936
localize_glossary_translation_127_br,icon,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=icon,1307284457,1551701116
localize_glossary_translation_138_br,label,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=label,1307284457,1324069505
localize_glossary_translation_139_br,language,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=language,1307284457,1551701116
localize_glossary_translation_140_br,layout,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=layout,1307284457,1314823291
localize_glossary_translation_149_br,login/logout (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=login/logout%20%28to%29,1307284457,1551701116
localize_glossary_translation_148_br,login (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=login%20%28to%29,1307284457,1322067787
localize_glossary_translation_147_br,log (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=log%20%28to%29,1307284457,1551701116
localize_glossary_translation_146_br,locale,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=locale,1307284457,1551701116
localize_glossary_translation_145_br,live,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=live,1307284457,1551701116
localize_glossary_translation_144_br,listed,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=listed,1307284457,1551701116
localize_glossary_translation_143_br,line break,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=line%20break,1307284457,1551701116
localize_glossary_translation_142_br,LID,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=LID,1307284457,1314823291
localize_glossary_translation_141_br,library,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=library,1307284457,1551701116
localize_glossary_translation_150_br,login,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=login,1307284457,1314823291
localize_glossary_translation_125_br,html entities,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=html%20entities,1307284457,1314823293
localize_glossary_translation_124_br,hook,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hook,1307284457,1314823293
localize_glossary_translation_111_br,full node,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=full%20node,1307284457,1551701043
localize_glossary_translation_109_br,framework,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=framework,1307284457,1314823291
localize_glossary_translation_108_br,formatter,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=formatter,1307284457,1324069798
localize_glossary_translation_107_br,format (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=format%20%28to%29,1307284457,1551701043
localize_glossary_translation_106_br,font,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=font,1307284457,1551701043
localize_glossary_translation_105_br,flood,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=flood,1307284457,1314823293
localize_glossary_translation_104_br,flood (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=flood%20%28to%29,1307284457,1314823291
localize_glossary_translation_103_br,flag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=flag,1307284457,1334674713
localize_glossary_translation_102_br,final,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=final,1307284457,1314823293
localize_glossary_translation_112_br,granted,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=granted,1307284457,1314823291
localize_glossary_translation_113_br,Greetings,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Greetings,1307284457,1551701043
localize_glossary_translation_114_br,groupware ,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=groupware,1307284457,1314823293
localize_glossary_translation_123_br,hit,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hit,1307284457,1324068121
localize_glossary_translation_122_br,hidden,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hidden,1307284457,1551701116
localize_glossary_translation_121_br,Hello World!,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Hello%20World%21,1307284457,1314823293
localize_glossary_translation_120_br,header,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=header,1307284457,1551701116
localize_glossary_translation_119_br,hash,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hash,1307284457,1314823293
localize_glossary_translation_118_br,handling,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=handling,1307284457,1551701045
localize_glossary_translation_117_br,handler,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=handler,1307284457,1551701043
localize_glossary_translation_116_br,granularity,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=granularity,1307284457,1551701043
localize_glossary_translation_115_br,guidelines,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=guidelines,1307284457,1314823293
localize_glossary_translation_166_br,multilingal,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=multilingal,1307284457,1551701613
localize_glossary_translation_151_br,logging,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=logging,1307284457,1314823294
localize_glossary_translation_200_br,placeholder,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=placeholder,1307284457,1361276249
localize_glossary_translation_186_br,overview,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=overview,1307284457,1446917583
localize_glossary_translation_185_br,override (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=override%20%28to%29,1307284457,1324069358
localize_glossary_translation_184_br,overlay,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=overlay,1307284457,1314823293
localize_glossary_translation_183_br,output,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=output,1307284457,1551701613
localize_glossary_translation_182_br,outline-structured,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=outline-structured,1307284457,1314823293
localize_glossary_translation_180_br,outdated,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=outdated,1307284457,1324072041
localize_glossary_translation_179_br,order,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=order,1307284457,1324069435
localize_glossary_translation_178_br,order (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=order%20%28to%29,1307284457,1324069425
localize_glossary_translation_177_br,reorder (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=reorder%20%28to%29,1307284457,1551701613
localize_glossary_translation_176_br,offset,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=offset,1307284457,1551701613
localize_glossary_translation_187_br,overwrite (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=overwrite%20%28to%29,1307284457,1314823293
localize_glossary_translation_189_br,pager,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=pager,1307284457,1314823293
localize_glossary_translation_199_br,pending,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=pending,1307284457,1314823293
localize_glossary_translation_198_br,permission,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=permission,1307284457,1314823294
localize_glossary_translation_197_br,permalink,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=permalink,1307284457,1314823294
localize_glossary_translation_196_br,pattern,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=pattern,1307284457,1314823294
localize_glossary_translation_195_br,password,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=password,1307284457,1551700084
localize_glossary_translation_194_br,passed to,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=passed%20to,1307284457,1446919776
localize_glossary_translation_193_br,parser,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=parser,1307284457,1314823294
localize_glossary_translation_192_br,parse (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=parse%20%28to%29,1307284457,1314823294
localize_glossary_translation_191_br,panel,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=panel,1307284457,1314823294
localize_glossary_translation_190_br,pane,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=pane,1307284457,1446917905
localize_glossary_translation_175_br,original,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=original,1307284457,1551701613
localize_glossary_translation_165_br,multi-line,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=multi-line,1307284457,1314823296
localize_glossary_translation_161_br,monitor,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=monitor,1307284457,1446919832
localize_glossary_translation_160_br,modal frame,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=modal%20frame,1307284457,1314823294
localize_glossary_translation_159_br,mission statement,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=mission%20statement,1307284457,1314823294
localize_glossary_translation_158_br,minimum length,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=minimum%20length,1307284457,1551701613
localize_glossary_translation_157_br,merge (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=merge%20%28to%29,1307284457,1551701613
localize_glossary_translation_156_br,manage,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=manage,1307284457,1551701613
localize_glossary_translation_155_br,mail,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=mail,1307284457,1314823294
localize_glossary_translation_154_br,match (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=match%20%28to%29,1307284457,1551701613
localize_glossary_translation_153_br,machine-readable,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=machine-readable,1307284457,1314823294
localize_glossary_translation_152_br,logged,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=logged,1307284457,1446913837
localize_glossary_translation_162_br,"""more"" link",1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=&quot%3Bmore&quot%3B%20link,1307284457,1314823294
localize_glossary_translation_163_br,mouse-over,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=mouse-over,1307284457,1314823294
localize_glossary_translation_164_br,multigroup,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=multigroup,1307284457,1314823296
localize_glossary_translation_173_br,notice,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=notice,1307284457,1551701613
localize_glossary_translation_172_br,notifications,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=notifications,1307284457,1551701613
localize_glossary_translation_171_br,node,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=node,1307284457,1551701613
localize_glossary_translation_170_br,newsletter,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=newsletter,1307284457,1551701613
localize_glossary_translation_169_br,news,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=news,1307284457,1551701613
localize_glossary_translation_168_br,needed,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=needed,1307284457,1551701613
localize_glossary_translation_167_br,mime type,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=mime%20type,1307284457,1446919804
localize_glossary_translation_126_br,human-readable,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=human-readable,1307284457,1324071404
localize_glossary_translation_174_br,optionally,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=optionally,1307284457,1324065657
localize_glossary_translation_37_br,bulk generation,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=bulk%20generation,1307284456,1446918844
localize_glossary_translation_36_br,built-in,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=built-in,1307284456,1551700409
localize_glossary_translation_35_br,browser,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=browser,1307284456,1551700237
localize_glossary_translation_32_br,breadcrumb,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=breadcrumb,1307284456,1551700247
localize_glossary_translation_31_br,brand ,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=brand,1307284456,1314823296
localize_glossary_translation_30_br,bookmark,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=bookmark,1307284456,1551700258
localize_glossary_translation_29_br,book outlines,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=book%20outlines,1307284456,1551700265
localize_glossary_translation_28_br,byte,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=byte,1307284456,1551700270
localize_glossary_translation_27_br,blog post,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=blog%20post,1307284456,1551700275
localize_glossary_translation_26_br,blog entries,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=blog%20entries,1307284456,1551700279
localize_glossary_translation_38_br,bundle,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=bundle,1307284456,1314823296
localize_glossary_translation_40_br,bug,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=bug,1307284456,1551700455
localize_glossary_translation_41_br,caching,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=caching,1307284456,1551700461
localize_glossary_translation_51_br,collapse,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=collapse,1307284456,1446920004
localize_glossary_translation_50_br,clone,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=clone,1307284456,1551700501
localize_glossary_translation_49_br,clone (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=clone%20%28to%29,1307284456,1551700497
localize_glossary_translation_48_br,class,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=class,1307284456,1551700581
localize_glossary_translation_47_br,click (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=click%20%28to%29,1307284456,1551700485
localize_glossary_translation_46_br,clean URL,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=clean%20URL,1307284456,1446918699
localize_glossary_translation_45_br,choose (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=choose%20%28to%29,1307284456,1551700481
localize_glossary_translation_44_br,child,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=child,1307284456,1551700476
localize_glossary_translation_43_br,check this option (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=check%20this%20option%20%28to%29,1307284456,1551700470
localize_glossary_translation_42_br,callback,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=callback,1307284456,1551700466
localize_glossary_translation_52_br,collapsible,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=collapsible,1307284456,1551700506
localize_glossary_translation_25_br,blog,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=blog,1307284456,1551700284
